epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,474.645,1.02892,2.37048,0.85043,0.47548,0.45097,0.41629,0.3094,1.01376,3.01286,0.88878,0.000105529,0.000105529,0.000105529
190,477.319,0.99329,2.28392,0.84116,0.47548,0.45097,0.41629,0.3094,1.01376,3.01286,0.88878,0.000104611,0.000104611,0.000104611
191,479.993,1.01866,2.24378,0.85627,0.47548,0.45097,0.41629,0.3094,1.01376,3.01286,0.88878,0.000103694,0.000103694,0.000103694
192,482.712,1.0387,2.45813,0.83859,0.52905,0.41826,0.42232,0.31022,1.0262,2.97571,0.89103,0.000102777,0.000102777,0.000102777
193,485.246,1.00756,2.20669,0.8567,0.52905,0.41826,0.42232,0.31022,1.0262,2.97571,0.89103,0.000101859,0.000101859,0.000101859
194,487.727,1.01427,2.36762,0.83598,0.52905,0.41826,0.42232,0.31022,1.0262,2.97571,0.89103,0.000100942,0.000100942,0.000100942
195,490.121,1.02228,2.16911,0.85096,0.52905,0.41826,0.42232,0.31022,1.0262,2.97571,0.89103,0.000100024,0.000100024,0.000100024
196,492.478,0.98106,2.09342,0.89362,0.4952,0.41521,0.42951,0.31277,1.02729,2.92487,0.8925,9.9107e-05,9.9107e-05,9.9107e-05
197,495.152,1.06478,2.212,0.85045,0.4952,0.41521,0.42951,0.31277,1.02729,2.92487,0.8925,9.81896e-05,9.81896e-05,9.81896e-05
198,497.679,1.05017,2.18663,0.85999,0.4952,0.41521,0.42951,0.31277,1.02729,2.92487,0.8925,9.72722e-05,9.72722e-05,9.72722e-05
199,500.313,0.99032,2.20005,0.86615,0.4952,0.41521,0.42951,0.31277,1.02729,2.92487,0.8925,9.63548e-05,9.63548e-05,9.63548e-05
200,502.936,1.03722,2.12394,0.86334,0.48975,0.42462,0.44126,0.32606,1.02369,2.87327,0.8928,9.54374e-05,9.54374e-05,9.54374e-05
201,505.525,0.98798,2.25203,0.85022,0.48975,0.42462,0.44126,0.32606,1.02369,2.87327,0.8928,9.452e-05,9.452e-05,9.452e-05
202,508.108,0.99744,2.08135,0.86026,0.48975,0.42462,0.44126,0.32606,1.02369,2.87327,0.8928,9.36026e-05,9.36026e-05,9.36026e-05
203,510.586,0.98362,2.02191,0.8809,0.48975,0.42462,0.44126,0.32606,1.02369,2.87327,0.8928,9.26852e-05,9.26852e-05,9.26852e-05
204,513.098,0.95221,2.01246,0.87834,0.485,0.44713,0.44252,0.33178,1.00938,2.82245,0.89309,9.17678e-05,9.17678e-05,9.17678e-05
205,515.607,0.97005,2.02301,0.86424,0.485,0.44713,0.44252,0.33178,1.00938,2.82245,0.89309,9.08504e-05,9.08504e-05,9.08504e-05
206,518.254,1.02454,2.42909,0.84315,0.485,0.44713,0.44252,0.33178,1.00938,2.82245,0.89309,8.9933e-05,8.9933e-05,8.9933e-05
207,520.813,1.0278,2.23661,0.84341,0.485,0.44713,0.44252,0.33178,1.00938,2.82245,0.89309,8.90156e-05,8.90156e-05,8.90156e-05
208,523.409,1.04599,2.16882,0.83357,0.47176,0.46292,0.44949,0.33521,0.99975,2.78565,0.89367,8.80982e-05,8.80982e-05,8.80982e-05
209,526.087,1.04787,2.09408,0.8485,0.47176,0.46292,0.44949,0.33521,0.99975,2.78565,0.89367,8.71808e-05,8.71808e-05,8.71808e-05
210,528.647,1.03479,2.26043,0.88574,0.47176,0.46292,0.44949,0.33521,0.99975,2.78565,0.89367,8.62634e-05,8.62634e-05,8.62634e-05
211,531.287,1.00313,2.15133,0.85931,0.47176,0.46292,0.44949,0.33521,0.99975,2.78565,0.89367,8.5346e-05,8.5346e-05,8.5346e-05
212,533.993,1.03718,2.04886,0.84052,0.40509,0.47841,0.4542,0.33845,0.99355,2.75377,0.89294,8.44286e-05,8.44286e-05,8.44286e-05
213,536.69,1.00081,2.28476,0.87162,0.40509,0.47841,0.4542,0.33845,0.99355,2.75377,0.89294,8.35112e-05,8.35112e-05,8.35112e-05
214,539.139,0.99113,2.05366,0.87935,0.40509,0.47841,0.4542,0.33845,0.99355,2.75377,0.89294,8.25938e-05,8.25938e-05,8.25938e-05
215,541.659,1.0427,2.04386,0.85927,0.40509,0.47841,0.4542,0.33845,0.99355,2.75377,0.89294,8.16764e-05,8.16764e-05,8.16764e-05
216,544.23,0.9849,2.07878,0.83495,0.40727,0.46819,0.45167,0.34082,0.98985,2.73886,0.89209,8.0759e-05,8.0759e-05,8.0759e-05
217,546.723,1.02558,1.98917,0.85135,0.40727,0.46819,0.45167,0.34082,0.98985,2.73886,0.89209,7.98416e-05,7.98416e-05,7.98416e-05
218,549.311,0.95811,1.93626,0.84683,0.40727,0.46819,0.45167,0.34082,0.98985,2.73886,0.89209,7.89242e-05,7.89242e-05,7.89242e-05
219,551.759,1.00005,2.0387,0.86696,0.40727,0.46819,0.45167,0.34082,0.98985,2.73886,0.89209,7.80068e-05,7.80068e-05,7.80068e-05
220,554.334,0.98576,2.00925,0.85697,0.37945,0.48544,0.46094,0.35034,0.99115,2.73012,0.89091,7.70894e-05,7.70894e-05,7.70894e-05
221,556.835,1.05694,2.14978,0.85963,0.37945,0.48544,0.46094,0.35034,0.99115,2.73012,0.89091,7.6172e-05,7.6172e-05,7.6172e-05
222,559.276,0.98103,1.87977,0.87024,0.37945,0.48544,0.46094,0.35034,0.99115,2.73012,0.89091,7.52546e-05,7.52546e-05,7.52546e-05
223,561.806,1.03893,2.09046,0.84127,0.37945,0.48544,0.46094,0.35034,0.99115,2.73012,0.89091,7.43372e-05,7.43372e-05,7.43372e-05
224,564.436,1.05291,1.89891,0.84434,0.38861,0.49303,0.46064,0.34964,0.99347,2.73384,0.89088,7.34198e-05,7.34198e-05,7.34198e-05
225,566.969,1.01409,2.01324,0.86387,0.38861,0.49303,0.46064,0.34964,0.99347,2.73384,0.89088,7.25024e-05,7.25024e-05,7.25024e-05
226,569.465,0.98722,2.01809,0.8663,0.38861,0.49303,0.46064,0.34964,0.99347,2.73384,0.89088,7.1585e-05,7.1585e-05,7.1585e-05
227,572.01,1.0037,2.04024,0.84946,0.38861,0.49303,0.46064,0.34964,0.99347,2.73384,0.89088,7.06676e-05,7.06676e-05,7.06676e-05
228,574.568,0.97732,1.95783,0.85431,0.39056,0.50806,0.46461,0.35543,0.99613,2.72737,0.89089,6.97502e-05,6.97502e-05,6.97502e-05
229,577.035,1.06965,2.19535,0.85154,0.39056,0.50806,0.46461,0.35543,0.99613,2.72737,0.89089,6.88328e-05,6.88328e-05,6.88328e-05
230,579.496,1.01086,1.95423,0.85396,0.39056,0.50806,0.46461,0.35543,0.99613,2.72737,0.89089,6.79154e-05,6.79154e-05,6.79154e-05
231,581.834,0.99447,1.89659,0.91008,0.39056,0.50806,0.46461,0.35543,0.99613,2.72737,0.89089,6.6998e-05,6.6998e-05,6.6998e-05
232,584.298,0.94177,1.92626,0.869,0.38304,0.50833,0.46151,0.35474,0.99262,2.71406,0.89112,6.60806e-05,6.60806e-05,6.60806e-05
233,586.807,1.02338,1.99235,0.85693,0.38304,0.50833,0.46151,0.35474,0.99262,2.71406,0.89112,6.51632e-05,6.51632e-05,6.51632e-05
234,589.571,1.05369,1.98989,0.84835,0.38304,0.50833,0.46151,0.35474,0.99262,2.71406,0.89112,6.42458e-05,6.42458e-05,6.42458e-05
235,592.218,1.05946,2.07658,0.83954,0.38304,0.50833,0.46151,0.35474,0.99262,2.71406,0.89112,6.33284e-05,6.33284e-05,6.33284e-05
236,594.73,0.94636,1.91422,0.85916,0.37394,0.52208,0.47443,0.36317,0.99145,2.70253,0.89078,6.2411e-05,6.2411e-05,6.2411e-05
237,597.378,1.05296,2.06924,0.84857,0.37394,0.52208,0.47443,0.36317,0.99145,2.70253,0.89078,6.14936e-05,6.14936e-05,6.14936e-05
238,600.022,1.00081,1.9811,0.85308,0.37394,0.52208,0.47443,0.36317,0.99145,2.70253,0.89078,6.05762e-05,6.05762e-05,6.05762e-05
239,602.636,0.97045,1.87666,0.84124,0.37394,0.52208,0.47443,0.36317,0.99145,2.70253,0.89078,5.96588e-05,5.96588e-05,5.96588e-05
240,605.203,0.97653,1.96578,0.85919,0.3744,0.51593,0.47547,0.36383,0.98903,2.70337,0.89021,5.87414e-05,5.87414e-05,5.87414e-05
241,607.805,1.03416,1.92405,0.88683,0.3744,0.51593,0.47547,0.36383,0.98903,2.70337,0.89021,5.7824e-05,5.7824e-05,5.7824e-05
242,610.451,1.0073,2.09801,0.8489,0.3744,0.51593,0.47547,0.36383,0.98903,2.70337,0.89021,5.69066e-05,5.69066e-05,5.69066e-05
243,613.03,0.96424,1.902,0.85549,0.3744,0.51593,0.47547,0.36383,0.98903,2.70337,0.89021,5.59892e-05,5.59892e-05,5.59892e-05
244,615.81,1.02766,2.16272,0.83439,0.39796,0.49403,0.49147,0.37858,0.98827,2.70877,0.89007,5.50718e-05,5.50718e-05,5.50718e-05
245,618.285,0.99659,1.89914,0.84119,0.39796,0.49403,0.49147,0.37858,0.98827,2.70877,0.89007,5.41544e-05,5.41544e-05,5.41544e-05
246,620.92,1.00581,1.89078,0.86477,0.39796,0.49403,0.49147,0.37858,0.98827,2.70877,0.89007,5.3237e-05,5.3237e-05,5.3237e-05
247,623.401,0.93972,2.00319,0.85624,0.39796,0.49403,0.49147,0.37858,0.98827,2.70877,0.89007,5.23196e-05,5.23196e-05,5.23196e-05
248,625.993,1.00225,1.90168,0.85501,0.43789,0.51213,0.48985,0.37609,0.99049,2.70354,0.89065,5.14022e-05,5.14022e-05,5.14022e-05
249,628.429,0.95876,2.0047,0.85936,0.43789,0.51213,0.48985,0.37609,0.99049,2.70354,0.89065,5.04848e-05,5.04848e-05,5.04848e-05
250,631.128,1.02342,2.07808,0.84796,0.43789,0.51213,0.48985,0.37609,0.99049,2.70354,0.89065,4.95674e-05,4.95674e-05,4.95674e-05
251,633.723,0.98333,1.88449,0.87654,0.43789,0.51213,0.48985,0.37609,0.99049,2.70354,0.89065,4.865e-05,4.865e-05,4.865e-05
252,636.367,0.99081,1.88053,0.84184,0.43882,0.50778,0.50165,0.38342,0.9961,2.6978,0.89164,4.77326e-05,4.77326e-05,4.77326e-05
253,638.998,1.0205,1.96486,0.85488,0.43882,0.50778,0.50165,0.38342,0.9961,2.6978,0.89164,4.68152e-05,4.68152e-05,4.68152e-05
254,641.561,0.96787,1.8473,0.87159,0.43882,0.50778,0.50165,0.38342,0.9961,2.6978,0.89164,4.58978e-05,4.58978e-05,4.58978e-05
255,644.295,0.99751,1.78518,0.84573,0.43882,0.50778,0.50165,0.38342,0.9961,2.6978,0.89164,4.49804e-05,4.49804e-05,4.49804e-05
256,646.949,0.98853,1.97684,0.86006,0.45485,0.5011,0.50328,0.38611,1.00142,2.69396,0.89275,4.4063e-05,4.4063e-05,4.4063e-05
257,649.641,0.9939,1.95958,0.85357,0.45485,0.5011,0.50328,0.38611,1.00142,2.69396,0.89275,4.31456e-05,4.31456e-05,4.31456e-05
258,652.154,1.02549,2.05654,0.83747,0.45485,0.5011,0.50328,0.38611,1.00142,2.69396,0.89275,4.22282e-05,4.22282e-05,4.22282e-05
259,654.759,1.01137,1.83209,0.84754,0.45485,0.5011,0.50328,0.38611,1.00142,2.69396,0.89275,4.13108e-05,4.13108e-05,4.13108e-05
260,657.293,0.99753,1.80741,0.84761,0.4683,0.50123,0.51174,0.39039,1.00876,2.69592,0.89399,4.03934e-05,4.03934e-05,4.03934e-05
261,659.896,1.00789,2.0597,0.83831,0.4683,0.50123,0.51174,0.39039,1.00876,2.69592,0.89399,3.9476e-05,3.9476e-05,3.9476e-05
262,662.52,0.94703,1.92174,0.84223,0.4683,0.50123,0.51174,0.39039,1.00876,2.69592,0.89399,3.85586e-05,3.85586e-05,3.85586e-05
263,665.103,0.9878,1.91255,0.82829,0.4683,0.50123,0.51174,0.39039,1.00876,2.69592,0.89399,3.76412e-05,3.76412e-05,3.76412e-05
264,667.749,1.03031,2.05098,0.83021,0.47487,0.49689,0.51987,0.39254,1.01666,2.70124,0.89501,3.67238e-05,3.67238e-05,3.67238e-05
265,670.365,0.97659,1.83971,0.84469,0.47487,0.49689,0.51987,0.39254,1.01666,2.70124,0.89501,3.58064e-05,3.58064e-05,3.58064e-05
266,673.042,0.97645,1.90517,0.82631,0.47487,0.49689,0.51987,0.39254,1.01666,2.70124,0.89501,3.4889e-05,3.4889e-05,3.4889e-05
267,675.677,0.98245,1.94458,0.85641,0.47487,0.49689,0.51987,0.39254,1.01666,2.70124,0.89501,3.39716e-05,3.39716e-05,3.39716e-05
268,678.428,1.00435,2.17973,0.84364,0.47898,0.49648,0.51897,0.39269,1.02346,2.69643,0.89541,3.30542e-05,3.30542e-05,3.30542e-05
269,680.927,1.00784,1.90521,0.83992,0.47898,0.49648,0.51897,0.39269,1.02346,2.69643,0.89541,3.21368e-05,3.21368e-05,3.21368e-05
270,683.417,0.99269,1.71722,0.83792,0.47898,0.49648,0.51897,0.39269,1.02346,2.69643,0.89541,3.12194e-05,3.12194e-05,3.12194e-05
271,686.019,0.9807,1.81469,0.85562,0.47898,0.49648,0.51897,0.39269,1.02346,2.69643,0.89541,3.0302e-05,3.0302e-05,3.0302e-05
272,688.64,0.95624,1.90304,0.85403,0.47687,0.50797,0.51623,0.38929,1.0243,2.68777,0.89558,2.93846e-05,2.93846e-05,2.93846e-05
273,691.384,1.00824,1.91084,0.85239,0.47687,0.50797,0.51623,0.38929,1.0243,2.68777,0.89558,2.84672e-05,2.84672e-05,2.84672e-05
274,693.905,1.01158,1.92344,0.85639,0.47687,0.50797,0.51623,0.38929,1.0243,2.68777,0.89558,2.75498e-05,2.75498e-05,2.75498e-05
275,696.417,0.9597,1.7933,0.86419,0.47687,0.50797,0.51623,0.38929,1.0243,2.68777,0.89558,2.66324e-05,2.66324e-05,2.66324e-05
276,698.977,0.98358,1.78578,0.86348,0.44429,0.5271,0.51461,0.38765,1.02092,2.67,0.89565,2.5715e-05,2.5715e-05,2.5715e-05
277,701.553,1.00709,1.85998,0.81737,0.44429,0.5271,0.51461,0.38765,1.02092,2.67,0.89565,2.47976e-05,2.47976e-05,2.47976e-05
278,704.173,0.94912,1.76095,0.85986,0.44429,0.5271,0.51461,0.38765,1.02092,2.67,0.89565,2.38802e-05,2.38802e-05,2.38802e-05
279,706.688,0.9545,1.73397,0.86942,0.44429,0.5271,0.51461,0.38765,1.02092,2.67,0.89565,2.29628e-05,2.29628e-05,2.29628e-05
280,709.296,0.98595,1.79428,0.87121,0.43656,0.53833,0.51402,0.38731,1.01551,2.64709,0.89539,2.20454e-05,2.20454e-05,2.20454e-05
281,711.829,0.99104,1.77557,0.83658,0.43656,0.53833,0.51402,0.38731,1.01551,2.64709,0.89539,2.1128e-05,2.1128e-05,2.1128e-05
282,714.372,0.97046,1.82921,0.84623,0.43656,0.53833,0.51402,0.38731,1.01551,2.64709,0.89539,2.02106e-05,2.02106e-05,2.02106e-05
283,716.824,0.98284,1.83022,0.84774,0.43656,0.53833,0.51402,0.38731,1.01551,2.64709,0.89539,1.92932e-05,1.92932e-05,1.92932e-05
284,719.416,0.98567,1.84642,0.85113,0.43113,0.5395,0.50894,0.38472,1.01167,2.63636,0.8949,1.83758e-05,1.83758e-05,1.83758e-05
285,721.957,0.99913,1.78858,0.83722,0.43113,0.5395,0.50894,0.38472,1.01167,2.63636,0.8949,1.74584e-05,1.74584e-05,1.74584e-05
286,724.618,0.97537,1.99766,0.85409,0.43113,0.5395,0.50894,0.38472,1.01167,2.63636,0.8949,1.6541e-05,1.6541e-05,1.6541e-05
287,727.105,0.96589,1.76918,0.86197,0.43113,0.5395,0.50894,0.38472,1.01167,2.63636,0.8949,1.56236e-05,1.56236e-05,1.56236e-05
288,729.674,1.01013,1.79952,0.83643,0.43511,0.53718,0.50734,0.38095,1.00702,2.63317,0.8943,1.47062e-05,1.47062e-05,1.47062e-05
289,732.335,1.0935,2.0176,0.84288,0.43511,0.53718,0.50734,0.38095,1.00702,2.63317,0.8943,1.37888e-05,1.37888e-05,1.37888e-05
290,734.967,1.0115,1.76661,0.83352,0.43511,0.53718,0.50734,0.38095,1.00702,2.63317,0.8943,1.28714e-05,1.28714e-05,1.28714e-05
291,737.326,0.97112,1.72656,0.86567,0.43511,0.53718,0.50734,0.38095,1.00702,2.63317,0.8943,1.1954e-05,1.1954e-05,1.1954e-05
292,739.766,1.03488,2.02721,0.85625,0.44207,0.53915,0.50745,0.38452,1.00859,2.60688,0.89386,1.10366e-05,1.10366e-05,1.10366e-05
293,742.046,0.98185,1.69412,0.84383,0.44207,0.53915,0.50745,0.38452,1.00859,2.60688,0.89386,1.01192e-05,1.01192e-05,1.01192e-05
294,744.465,1.01193,1.96504,0.85279,0.44207,0.53915,0.50745,0.38452,1.00859,2.60688,0.89386,9.2018e-06,9.2018e-06,9.2018e-06
295,746.812,1.02273,1.98355,0.86433,0.44207,0.53915,0.50745,0.38452,1.00859,2.60688,0.89386,8.2844e-06,8.2844e-06,8.2844e-06
296,748.96,0.97531,1.71056,0.89075,0.47,0.52294,0.5036,0.37984,1.01003,2.56529,0.89442,7.367e-06,7.367e-06,7.367e-06
297,751.062,0.99701,1.9627,0.83776,0.47,0.52294,0.5036,0.37984,1.01003,2.56529,0.89442,6.4496e-06,6.4496e-06,6.4496e-06
298,753.236,0.97214,1.90475,0.84918,0.47,0.52294,0.5036,0.37984,1.01003,2.56529,0.89442,5.5322e-06,5.5322e-06,5.5322e-06
299,755.355,0.97401,1.68886,0.87443,0.47,0.52294,0.5036,0.37984,1.01003,2.56529,0.89442,4.6148e-06,4.6148e-06,4.6148e-06
300,757.445,0.99796,1.73997,0.87628,0.47419,0.53655,0.49775,0.3767,1.01278,2.53095,0.89515,3.6974e-06,3.6974e-06,3.6974e-06
